index,age,job,marital_status,education,has_credit_default,account_balance,has_housing_loan,has_personal_loan,contact_type,day_of_month,month,last_contact_duration,num_contacts_campaign,days_since_prev_campaign,num_contacts_previous,poutcome
1853,39,blue-collar,single,secondary,no,4143.0,yes,yes,unknown,2,jun,21,1,-1,0,unknown
3826,51,admin.,married,secondary,no,423.0,yes,yes,cellular,16,oct,95,1,-1,0,unknown
2903,53,management,married,tertiary,no,4446.0,yes,no,unknown,14,may,429,1,-1,0,unknown
4469,36,management,divorced,tertiary,no,0.0,no,no,cellular,28,aug,81,4,-1,0,unknown
1226,32,admin.,divorced,secondary,yes,5.0,yes,yes,cellular,18,may,82,3,363,2,other
1049,25,services,married,secondary,no,72.0,yes,no,cellular,23,jul,305,2,-1,0,unknown
1480,35,self-employed,married,tertiary,no,8647.0,no,no,cellular,19,nov,140,2,-1,0,unknown
2298,39,entrepreneur,married,tertiary,no,2644.0,yes,no,unknown,20,may,253,1,-1,0,unknown
808,32,technician,single,secondary,no,271.0,yes,no,cellular,13,may,80,2,268,2,other
35,42,admin.,divorced,secondary,no,1811.0,yes,no,unknown,14,may,150,1,-1,0,unknown
2302,28,technician,single,secondary,no,769.0,yes,no,cellular,15,may,153,1,371,2,failure
1745,57,blue-collar,married,primary,no,282.0,no,yes,cellular,7,jul,261,12,-1,0,unknown
3337,58,blue-collar,married,primary,no,23.0,yes,no,unknown,20,may,91,6,-1,0,unknown
4203,37,management,married,tertiary,no,1689.0,yes,no,unknown,29,may,645,2,-1,0,unknown
124,51,management,single,tertiary,yes,-55.0,yes,no,cellular,11,may,281,2,266,6,failure
4509,51,technician,married,tertiary,no,2506.0,no,no,cellular,30,nov,210,3,-1,0,unknown
3263,35,management,married,tertiary,no,24.0,yes,no,cellular,8,apr,169,1,231,2,failure
4223,32,blue-collar,divorced,secondary,no,0.0,yes,no,unknown,2,jun,746,2,-1,0,unknown
1829,32,technician,married,secondary,no,253.0,yes,no,unknown,4,jun,257,3,-1,0,unknown
3900,30,admin.,single,secondary,no,3809.0,yes,no,unknown,3,jun,159,4,-1,0,unknown
1202,41,services,divorced,secondary,no,654.0,yes,no,cellular,13,may,139,2,-1,0,unknown
2044,44,management,married,tertiary,no,529.0,yes,no,unknown,4,jun,129,4,-1,0,unknown
3473,40,management,married,tertiary,no,89.0,yes,yes,telephone,9,feb,148,6,-1,0,unknown
3094,56,retired,married,secondary,no,3948.0,no,no,cellular,3,apr,484,1,135,3,failure
3376,42,blue-collar,single,secondary,no,382.0,yes,no,cellular,13,may,294,1,-1,0,unknown
1502,49,admin.,married,secondary,no,635.0,no,no,cellular,25,aug,220,3,-1,0,unknown
1221,30,self-employed,married,secondary,no,1772.0,yes,no,cellular,13,apr,158,4,-1,0,unknown
934,39,management,married,secondary,no,1072.0,yes,no,unknown,27,may,1168,2,-1,0,unknown
3996,34,management,married,secondary,no,-294.0,yes,no,unknown,27,may,532,2,-1,0,unknown
1730,51,management,married,tertiary,no,630.0,yes,no,cellular,5,may,138,1,-1,0,unknown
928,54,retired,divorced,tertiary,no,6102.0,yes,yes,unknown,21,may,86,6,-1,0,unknown
3510,43,technician,married,secondary,no,136.0,no,no,cellular,25,aug,363,7,-1,0,unknown
1521,38,blue-collar,married,secondary,no,1663.0,yes,no,cellular,13,apr,217,3,327,1,failure
773,33,unemployed,married,secondary,no,2.0,yes,no,cellular,16,jul,132,1,-1,0,unknown
2981,44,blue-collar,divorced,secondary,no,221.0,no,no,cellular,30,jul,149,13,-1,0,unknown
3505,36,technician,married,tertiary,no,491.0,yes,no,unknown,8,may,103,3,-1,0,unknown
2016,43,technician,married,secondary,no,7876.0,yes,no,cellular,11,aug,209,2,-1,0,unknown
643,39,management,married,tertiary,no,,yes,no,unknown,2,jun,526,2,-1,0,unknown
3534,47,admin.,single,secondary,no,1544.0,yes,no,cellular,6,apr,104,1,312,1,failure
801,30,blue-collar,single,secondary,no,445.0,yes,no,cellular,16,apr,218,1,330,2,failure
603,32,services,single,secondary,no,2881.0,no,no,cellular,2,jul,356,1,-1,0,unknown
3116,39,self-employed,married,secondary,no,235.0,no,no,unknown,9,jun,217,1,-1,0,unknown
4054,28,technician,single,secondary,no,1532.0,no,no,cellular,22,may,253,1,107,5,failure
2594,48,admin.,married,secondary,no,292.0,yes,yes,cellular,29,jul,164,6,-1,0,unknown
2360,48,blue-collar,married,primary,no,1678.0,no,no,cellular,28,jan,263,2,-1,0,unknown
2504,35,blue-collar,married,secondary,no,280.0,yes,yes,cellular,31,jul,65,50,-1,0,unknown
2192,26,admin.,single,secondary,no,236.0,yes,yes,cellular,18,may,8,2,-1,0,unknown
614,39,technician,married,tertiary,no,1161.0,yes,no,cellular,9,apr,236,1,336,1,failure
3201,58,retired,married,secondary,no,764.0,no,no,cellular,12,aug,219,4,-1,0,unknown
3461,34,technician,single,secondary,no,5039.0,no,no,cellular,20,nov,205,6,-1,0,unknown
2982,38,technician,married,tertiary,no,1161.0,yes,no,unknown,8,may,665,1,-1,0,unknown
4153,42,technician,married,secondary,no,440.0,yes,no,cellular,3,feb,13,5,-1,0,unknown
3466,41,admin.,divorced,secondary,no,1088.0,yes,no,cellular,28,jan,138,1,-1,0,unknown
700,29,services,married,secondary,no,3.0,yes,no,cellular,10,jul,183,1,-1,0,unknown
3471,46,blue-collar,married,primary,no,1291.0,yes,no,cellular,14,may,142,3,259,17,failure
2202,29,management,married,tertiary,no,199.0,yes,yes,unknown,7,may,1689,4,-1,0,unknown
4284,54,self-employed,married,secondary,no,641.0,yes,no,cellular,17,apr,472,1,148,2,failure
854,42,management,married,secondary,no,-105.0,yes,no,cellular,28,aug,60,2,-1,0,unknown
2559,43,technician,married,secondary,no,17.0,yes,no,unknown,16,may,353,4,-1,0,unknown
1501,46,technician,married,secondary,no,57.0,no,no,unknown,28,may,796,1,-1,0,unknown
2752,23,blue-collar,single,primary,no,8627.0,yes,no,unknown,3,jun,281,1,-1,0,unknown
1077,38,admin.,married,tertiary,no,1988.0,no,no,cellular,27,mar,164,2,130,2,failure
3413,33,self-employed,single,tertiary,no,61.0,no,no,cellular,19,aug,836,3,-1,0,unknown
2671,32,management,single,tertiary,no,474.0,yes,no,cellular,7,aug,90,3,-1,0,unknown
2498,34,blue-collar,married,secondary,no,2542.0,yes,no,cellular,14,may,228,1,-1,0,unknown
2073,33,blue-collar,single,secondary,no,697.0,no,no,cellular,6,feb,860,2,-1,0,unknown
1857,38,services,married,secondary,no,434.0,yes,no,unknown,20,may,411,1,-1,0,unknown
1449,31,management,married,tertiary,no,1224.0,yes,yes,cellular,24,jul,1441,2,-1,0,unknown
2330,26,technician,single,secondary,no,7.0,yes,no,cellular,22,jul,188,2,-1,0,unknown
2291,42,admin.,married,secondary,no,0.0,no,no,unknown,19,jun,370,1,-1,0,unknown
781,42,blue-collar,married,secondary,no,352.0,yes,no,cellular,11,may,79,3,-1,0,unknown
4308,44,technician,married,secondary,no,5597.0,no,no,unknown,20,jun,27,3,-1,0,unknown
1660,52,services,married,secondary,no,108.0,yes,no,unknown,15,may,543,12,-1,0,unknown
261,32,technician,single,secondary,no,0.0,no,no,cellular,26,aug,181,2,-1,0,unknown
1640,39,management,married,tertiary,no,12.0,yes,no,unknown,23,may,130,1,-1,0,unknown
1327,33,blue-collar,divorced,primary,no,142.0,yes,no,telephone,11,may,41,2,300,5,failure
2864,55,blue-collar,married,primary,no,1649.0,yes,no,cellular,12,may,52,3,-1,0,unknown
1321,40,services,married,secondary,no,17.0,no,no,cellular,4,jun,78,1,-1,0,unknown
4399,29,entrepreneur,married,secondary,no,452.0,yes,no,unknown,27,may,347,1,-1,0,unknown
3217,34,technician,married,secondary,no,50.0,no,no,cellular,11,aug,106,3,-1,0,unknown
3379,56,admin.,divorced,unknown,no,789.0,yes,no,cellular,8,may,1022,1,360,2,failure
3985,43,blue-collar,married,primary,no,188.0,yes,no,cellular,12,may,58,3,347,5,failure
455,42,blue-collar,married,secondary,no,117.0,yes,no,unknown,9,may,147,1,-1,0,unknown
4371,28,services,single,secondary,no,317.0,yes,no,unknown,16,may,21,3,-1,0,unknown
4291,36,services,married,secondary,no,895.0,yes,yes,unknown,4,jun,622,1,-1,0,unknown
2658,56,admin.,married,secondary,no,2146.0,no,yes,unknown,9,jun,594,1,-1,0,unknown
4117,25,student,single,secondary,no,8.0,no,no,cellular,22,apr,107,2,-1,0,unknown
79,40,unemployed,married,secondary,no,219.0,yes,no,cellular,17,nov,204,2,196,1,failure
1741,41,management,married,tertiary,no,51.0,no,no,cellular,25,aug,140,8,-1,0,unknown
1631,39,blue-collar,married,secondary,no,8.0,no,no,cellular,30,jul,88,3,-1,0,unknown
3321,35,blue-collar,divorced,primary,no,1792.0,yes,no,cellular,31,jul,630,6,-1,0,unknown
1959,44,blue-collar,married,secondary,no,2523.0,yes,no,unknown,29,may,1236,2,-1,0,unknown
3582,36,management,married,tertiary,no,0.0,yes,no,unknown,27,may,145,2,-1,0,unknown
2022,33,management,single,tertiary,no,3170.0,no,no,cellular,28,oct,246,2,-1,0,unknown
1080,43,blue-collar,married,secondary,no,667.0,yes,no,unknown,7,may,228,3,-1,0,unknown
2607,32,blue-collar,married,primary,no,642.0,no,yes,cellular,8,jul,524,1,-1,0,unknown
4226,37,blue-collar,married,secondary,no,395.0,yes,no,unknown,6,may,219,2,-1,0,unknown
2128,38,blue-collar,married,primary,no,1327.0,yes,no,cellular,20,nov,277,1,-1,0,unknown
3051,48,management,married,tertiary,no,0.0,no,no,cellular,28,aug,16,16,-1,0,unknown
4394,43,blue-collar,married,secondary,no,10910.0,yes,no,cellular,15,may,66,2,-1,0,unknown
318,35,entrepreneur,married,secondary,no,2971.0,no,no,cellular,4,may,429,4,164,2,failure
4448,44,unemployed,married,secondary,no,304.0,yes,no,unknown,12,may,129,2,-1,0,unknown
1471,38,technician,single,tertiary,no,744.0,yes,no,cellular,14,may,283,1,288,12,other
826,48,technician,married,secondary,no,454.0,yes,no,cellular,10,jul,114,1,-1,0,unknown
3272,44,services,single,secondary,no,5045.0,yes,no,cellular,21,nov,20,6,175,15,other
1845,27,services,single,secondary,no,261.0,yes,yes,cellular,18,may,113,1,-1,0,unknown
1733,56,management,married,tertiary,no,3172.0,yes,no,cellular,5,feb,139,1,-1,0,unknown
1051,38,blue-collar,married,secondary,no,-388.0,yes,no,unknown,9,may,412,1,-1,0,unknown
1038,41,management,married,tertiary,no,176.0,yes,yes,unknown,5,may,42,1,-1,0,unknown
1622,45,blue-collar,single,primary,yes,-183.0,no,yes,cellular,15,jul,395,4,-1,0,unknown
1963,49,management,married,tertiary,no,852.0,yes,no,cellular,20,nov,408,1,-1,0,unknown
2826,39,management,married,tertiary,no,763.0,yes,no,cellular,11,may,877,7,300,2,other
2612,53,entrepreneur,married,tertiary,no,2289.0,yes,yes,cellular,17,nov,183,1,-1,0,unknown
2381,30,unemployed,married,secondary,no,1210.0,no,no,cellular,9,jul,100,4,-1,0,unknown
2270,59,retired,married,secondary,no,319.0,yes,no,unknown,5,may,143,3,-1,0,unknown
2768,54,services,married,secondary,no,88.0,yes,no,unknown,13,may,190,1,-1,0,unknown
530,32,services,single,secondary,no,182.0,yes,no,cellular,6,may,145,1,-1,0,unknown
2609,57,management,married,primary,no,-226.0,yes,no,unknown,4,jun,272,1,-1,0,unknown
436,31,self-employed,married,tertiary,no,259.0,yes,no,cellular,7,may,47,1,-1,0,unknown
1698,31,management,single,tertiary,no,3283.0,no,no,cellular,2,feb,258,1,73,1,failure
2362,58,management,married,secondary,no,407.0,yes,no,cellular,29,jul,145,2,-1,0,unknown
650,33,housemaid,single,tertiary,no,23663.0,yes,no,cellular,16,apr,199,2,146,2,failure
2644,36,management,married,tertiary,no,9.0,no,no,cellular,11,aug,386,4,-1,0,unknown
1729,53,admin.,single,secondary,no,2398.0,yes,no,cellular,2,aug,317,1,180,2,failure
829,35,management,single,tertiary,no,714.0,yes,no,cellular,26,aug,135,22,-1,0,unknown
136,29,admin.,single,secondary,no,428.0,yes,yes,cellular,7,may,54,1,345,2,failure
1252,38,entrepreneur,married,secondary,no,868.0,no,no,cellular,20,nov,452,2,-1,0,unknown
2571,28,blue-collar,married,secondary,no,4287.0,no,no,cellular,30,apr,171,1,-1,0,unknown
2269,27,services,single,secondary,no,0.0,yes,no,unknown,7,may,388,7,-1,0,unknown
3092,46,management,married,tertiary,no,523.0,yes,no,cellular,6,may,105,4,366,2,failure
4488,31,unemployed,single,secondary,no,315.0,no,no,cellular,30,jan,130,1,2,1,other
1617,43,management,married,tertiary,no,1188.0,no,no,cellular,27,may,140,2,-1,0,unknown
2241,41,blue-collar,married,primary,no,,yes,no,unknown,16,jun,87,6,-1,0,unknown
1556,55,management,married,primary,no,229.0,no,yes,unknown,9,jun,175,3,-1,0,unknown
1318,34,technician,married,secondary,no,-346.0,no,no,cellular,13,aug,136,4,-1,0,unknown
2415,42,management,married,tertiary,no,251.0,no,no,cellular,20,aug,413,2,-1,0,unknown
3225,25,unemployed,married,secondary,no,157.0,yes,no,cellular,28,jul,33,31,-1,0,unknown
3803,28,student,single,secondary,no,28.0,no,no,cellular,29,jan,220,2,-1,0,unknown
2083,42,admin.,married,secondary,no,214.0,yes,no,unknown,28,may,21,24,-1,0,unknown
4268,39,services,married,secondary,no,0.0,yes,no,cellular,8,may,503,1,-1,0,unknown
407,39,technician,married,secondary,no,130.0,no,no,cellular,8,jul,202,2,-1,0,unknown
3164,57,technician,married,secondary,no,6164.0,no,no,cellular,19,nov,161,2,-1,0,unknown
752,31,blue-collar,married,primary,no,352.0,yes,no,unknown,19,may,97,9,-1,0,unknown
1758,30,blue-collar,married,primary,no,-336.0,no,no,cellular,10,jul,128,6,-1,0,unknown
1984,56,blue-collar,married,primary,no,551.0,no,no,unknown,29,may,27,1,-1,0,unknown
1713,56,blue-collar,married,secondary,no,2190.0,no,yes,cellular,30,jan,90,2,232,1,failure
3673,36,entrepreneur,married,tertiary,no,3057.0,no,no,unknown,16,jun,2769,4,-1,0,unknown
2024,42,self-employed,divorced,tertiary,no,216.0,yes,no,cellular,8,may,144,3,-1,0,unknown
2205,41,admin.,divorced,secondary,no,3823.0,no,no,cellular,26,apr,234,10,-1,0,unknown
4198,34,management,married,tertiary,no,606.0,no,no,cellular,20,apr,97,1,-1,0,unknown
924,45,housemaid,married,primary,no,7353.0,no,no,cellular,13,aug,536,2,-1,0,unknown
2478,50,admin.,divorced,secondary,no,,no,no,cellular,28,jul,72,2,363,4,failure
2075,69,retired,married,tertiary,no,473.0,no,no,cellular,7,jul,112,1,78,1,failure
4030,38,blue-collar,divorced,secondary,no,0.0,yes,no,cellular,11,may,580,1,173,1,failure
3737,72,retired,married,secondary,no,4130.0,no,no,cellular,12,nov,427,1,-1,0,unknown
2209,59,retired,married,secondary,no,0.0,no,no,cellular,18,jul,247,4,-1,0,unknown
2868,40,services,married,secondary,no,771.0,yes,no,cellular,15,may,173,4,-1,0,unknown
3871,30,unemployed,married,secondary,no,142.0,yes,no,unknown,20,may,350,4,-1,0,unknown
1073,30,management,single,tertiary,no,726.0,yes,no,cellular,16,apr,39,1,342,3,failure
644,32,entrepreneur,single,tertiary,no,890.0,yes,yes,cellular,28,aug,27,10,-1,0,unknown
4214,36,student,single,unknown,no,,no,no,unknown,18,jun,359,2,-1,0,unknown
1966,44,blue-collar,married,primary,no,10.0,yes,no,cellular,17,jul,196,1,-1,0,unknown
1854,34,management,single,tertiary,no,2646.0,no,no,cellular,14,apr,142,1,-1,0,unknown
1771,37,management,married,tertiary,no,347.0,yes,no,cellular,22,jul,282,1,-1,0,unknown
573,81,retired,married,secondary,no,1.0,no,no,cellular,19,aug,65,5,-1,0,unknown
1005,41,management,married,tertiary,no,10758.0,yes,no,cellular,1,jun,288,1,-1,0,unknown
4507,33,services,married,secondary,no,288.0,yes,no,cellular,17,apr,306,1,-1,0,unknown
4229,62,self-employed,divorced,tertiary,no,6.0,yes,no,cellular,13,oct,216,1,183,4,success
7,39,technician,married,secondary,no,147.0,yes,no,cellular,6,may,151,2,-1,0,unknown
832,59,retired,married,secondary,no,163.0,no,no,cellular,24,jul,464,1,-1,0,unknown
2656,37,technician,married,secondary,no,712.0,yes,no,cellular,18,nov,291,2,-1,0,unknown
2296,32,blue-collar,married,secondary,no,,yes,no,cellular,16,jul,709,2,-1,0,unknown
1696,36,management,single,tertiary,no,260.0,yes,no,cellular,7,may,49,1,-1,0,unknown
3753,44,blue-collar,married,secondary,no,878.0,yes,no,cellular,2,jun,130,1,-1,0,unknown
2668,36,management,married,tertiary,no,428.0,no,no,unknown,28,may,121,1,-1,0,unknown
4017,59,self-employed,married,tertiary,no,3800.0,no,yes,cellular,9,jul,70,1,-1,0,unknown
3341,53,admin.,married,secondary,no,459.0,no,no,cellular,5,apr,558,1,-1,0,unknown
31,31,technician,married,secondary,no,171.0,no,no,cellular,27,aug,81,3,-1,0,unknown
4368,54,services,divorced,secondary,no,1012.0,yes,no,cellular,12,may,33,3,175,2,other
638,35,blue-collar,divorced,secondary,no,275.0,no,yes,cellular,10,jul,144,5,-1,0,unknown
10,39,services,married,secondary,no,9374.0,yes,no,unknown,20,may,273,1,-1,0,unknown
624,31,self-employed,married,tertiary,no,1134.0,no,no,cellular,6,feb,174,2,-1,0,unknown
3602,36,technician,married,secondary,no,474.0,yes,no,unknown,27,may,59,1,-1,0,unknown
2741,37,technician,single,secondary,no,61.0,yes,no,unknown,19,may,182,8,-1,0,unknown
3852,45,admin.,married,secondary,no,194.0,no,no,cellular,31,jul,517,4,-1,0,unknown
353,50,management,married,tertiary,no,4.0,no,no,cellular,17,nov,223,1,96,2,failure
4070,31,services,single,secondary,no,481.0,yes,no,cellular,20,nov,106,2,183,2,failure
2165,35,technician,married,secondary,no,1707.0,yes,no,unknown,2,jun,426,3,-1,0,unknown
3189,54,blue-collar,married,primary,no,2281.0,yes,no,unknown,20,jun,158,1,-1,0,unknown
2231,30,self-employed,single,tertiary,no,48.0,no,no,cellular,21,nov,140,1,-1,0,unknown
238,57,housemaid,married,primary,no,7082.0,no,no,unknown,6,jun,69,3,-1,0,unknown
3195,33,services,married,primary,no,6904.0,no,no,telephone,20,nov,114,2,-1,0,unknown
56,57,management,married,secondary,no,82.0,no,yes,telephone,4,feb,140,1,-1,0,unknown
1916,51,entrepreneur,married,tertiary,no,3921.0,yes,no,cellular,5,may,168,1,-1,0,unknown
2856,35,management,single,tertiary,no,2486.0,yes,no,cellular,25,may,265,1,-1,0,unknown
2898,42,technician,divorced,secondary,no,0.0,yes,no,unknown,30,may,115,6,-1,0,unknown
2471,22,student,single,secondary,no,2488.0,no,no,cellular,8,nov,449,2,38,10,other
2337,24,services,married,tertiary,no,0.0,yes,no,unknown,27,may,299,1,-1,0,unknown
4018,26,technician,single,secondary,no,261.0,yes,no,unknown,27,may,371,2,-1,0,unknown
4503,60,self-employed,married,primary,no,362.0,no,yes,cellular,29,jul,816,6,-1,0,unknown
3634,54,retired,married,secondary,no,153.0,yes,yes,unknown,26,may,74,1,-1,0,unknown
3786,74,retired,married,secondary,no,921.0,no,no,telephone,17,apr,394,2,-1,0,unknown
1483,43,technician,single,tertiary,no,27733.0,yes,no,unknown,3,jun,164,7,-1,0,unknown
1736,40,admin.,single,secondary,no,100.0,yes,no,cellular,11,aug,221,1,461,1,success
2223,42,blue-collar,divorced,secondary,no,47.0,yes,yes,unknown,8,may,141,1,-1,0,unknown
842,40,services,divorced,secondary,no,1927.0,yes,no,unknown,15,may,62,1,-1,0,unknown
2118,51,blue-collar,married,primary,no,3726.0,no,yes,cellular,27,aug,119,12,-1,0,unknown
1941,57,housemaid,married,primary,no,0.0,no,no,unknown,9,jun,257,2,-1,0,unknown
633,83,retired,married,secondary,no,0.0,no,no,cellular,18,mar,140,10,-1,0,unknown
268,38,admin.,single,secondary,no,,yes,no,telephone,31,jul,58,13,-1,0,unknown
4104,40,services,married,secondary,no,1325.0,no,no,unknown,11,jun,150,2,-1,0,unknown
117,22,admin.,single,secondary,no,4111.0,no,yes,cellular,19,aug,65,1,-1,0,unknown
1477,31,services,married,secondary,no,428.0,yes,no,unknown,21,may,272,1,-1,0,unknown
2726,31,management,married,secondary,no,1368.0,yes,no,cellular,12,aug,129,4,-1,0,unknown
2673,35,self-employed,married,tertiary,no,560.0,yes,no,cellular,2,apr,58,1,136,1,failure
1275,41,blue-collar,married,secondary,no,-217.0,yes,no,cellular,11,may,313,1,349,3,other
469,36,blue-collar,single,primary,no,1313.0,yes,no,unknown,20,jun,8,10,-1,0,unknown
1064,53,services,divorced,secondary,no,-905.0,yes,no,unknown,28,may,213,1,-1,0,unknown
3921,37,entrepreneur,married,tertiary,no,7944.0,no,no,cellular,21,nov,102,1,-1,0,unknown
341,56,retired,married,tertiary,no,478.0,no,no,cellular,5,feb,97,1,-1,0,unknown
188,36,technician,married,secondary,no,23.0,yes,no,cellular,8,may,152,2,347,1,failure
1177,28,self-employed,single,tertiary,no,4579.0,no,no,cellular,12,jan,409,2,-1,0,unknown
2631,37,admin.,single,secondary,no,-296.0,yes,no,cellular,20,apr,81,1,-1,0,unknown
1842,59,retired,divorced,primary,no,7179.0,no,no,cellular,5,feb,150,1,-1,0,unknown
4305,49,services,married,tertiary,no,306.0,yes,no,cellular,18,aug,285,7,-1,0,unknown
377,37,management,married,tertiary,no,393.0,yes,no,cellular,14,may,567,3,275,4,failure
2304,57,management,married,secondary,no,139.0,no,no,cellular,17,aug,80,1,-1,0,unknown
201,48,technician,married,secondary,no,1526.0,no,no,cellular,6,aug,273,2,-1,0,unknown
1859,32,blue-collar,married,secondary,no,0.0,yes,no,cellular,8,may,80,2,-1,0,unknown
746,41,technician,single,secondary,no,-41.0,yes,yes,cellular,3,apr,154,1,-1,0,unknown
858,34,technician,single,tertiary,no,144.0,yes,yes,cellular,14,oct,104,1,85,19,failure
3536,60,blue-collar,married,unknown,no,231.0,yes,no,unknown,12,may,57,2,-1,0,unknown
1296,58,entrepreneur,married,secondary,no,2.0,no,no,unknown,16,jun,684,1,-1,0,unknown
4022,31,admin.,married,secondary,no,5.0,yes,yes,cellular,16,jul,101,7,-1,0,unknown
2500,38,student,single,tertiary,no,807.0,no,no,cellular,27,feb,74,2,-1,0,unknown
2266,55,admin.,married,secondary,no,0.0,no,no,cellular,23,sep,180,2,238,3,success
171,37,management,single,tertiary,no,37.0,no,no,cellular,28,jan,253,2,-1,0,unknown
24,26,housemaid,married,tertiary,no,543.0,no,no,cellular,30,jan,169,3,-1,0,unknown
598,60,retired,divorced,unknown,no,-49.0,yes,no,cellular,29,jan,188,1,261,2,failure
3841,32,technician,married,secondary,no,5122.0,no,no,cellular,13,aug,31,1,-1,0,unknown
37,32,blue-collar,married,secondary,no,2089.0,yes,no,cellular,14,nov,132,1,-1,0,unknown
954,58,retired,divorced,unknown,no,5920.0,yes,no,cellular,23,jul,255,1,-1,0,unknown
1101,28,management,married,tertiary,no,1480.0,yes,no,cellular,18,may,143,1,-1,0,unknown
4067,53,technician,married,secondary,no,206.0,no,no,cellular,26,aug,87,6,-1,0,unknown
406,41,technician,married,tertiary,no,744.0,yes,no,unknown,14,may,125,1,-1,0,unknown
2719,32,technician,single,secondary,no,230.0,yes,no,cellular,18,may,442,1,266,8,failure
337,33,management,single,tertiary,no,1410.0,yes,no,cellular,5,feb,8,1,254,5,failure
4307,27,admin.,married,secondary,no,186.0,yes,no,unknown,27,may,136,2,-1,0,unknown
1662,50,blue-collar,married,primary,no,1164.0,yes,no,unknown,8,may,166,2,-1,0,unknown
3448,59,retired,divorced,secondary,no,319.0,no,no,cellular,24,jul,129,1,-1,0,unknown
3125,38,admin.,married,primary,no,0.0,yes,no,unknown,2,jun,29,32,-1,0,unknown
1943,40,admin.,divorced,secondary,no,212.0,no,no,unknown,7,jan,176,1,-1,0,unknown
1868,42,management,married,primary,no,-679.0,yes,yes,cellular,6,may,159,1,343,2,failure
2850,43,entrepreneur,married,tertiary,no,1574.0,yes,no,cellular,19,nov,167,3,-1,0,unknown
2407,40,services,married,primary,no,33.0,no,no,unknown,26,may,70,3,-1,0,unknown
4079,53,entrepreneur,married,secondary,no,-118.0,yes,no,unknown,9,may,101,3,-1,0,unknown
557,43,management,single,tertiary,no,1304.0,no,no,cellular,6,aug,501,2,-1,0,unknown
935,46,blue-collar,married,primary,no,2904.0,no,no,cellular,20,apr,277,2,-1,0,unknown
1566,45,entrepreneur,married,primary,no,2418.0,yes,no,unknown,14,may,120,1,-1,0,unknown
1037,43,management,married,tertiary,no,2767.0,yes,no,unknown,15,may,317,7,-1,0,unknown
2684,34,blue-collar,married,secondary,no,67.0,yes,yes,unknown,8,may,672,3,-1,0,unknown
757,50,admin.,married,secondary,no,231.0,yes,no,cellular,21,nov,397,2,-1,0,unknown
653,45,services,married,secondary,no,1343.0,no,yes,cellular,8,jul,220,1,-1,0,unknown
3479,25,technician,single,tertiary,no,468.0,yes,no,unknown,15,may,147,1,-1,0,unknown
669,56,technician,married,secondary,no,4063.0,no,yes,telephone,28,jul,31,4,-1,0,unknown
1280,30,technician,single,tertiary,no,236.0,yes,no,unknown,16,may,197,1,-1,0,unknown
558,41,blue-collar,married,secondary,yes,720.0,no,yes,cellular,24,jul,651,1,-1,0,unknown
2613,36,admin.,married,secondary,no,725.0,yes,no,cellular,27,feb,123,3,99,8,failure
1724,38,technician,divorced,secondary,no,410.0,no,no,cellular,11,aug,63,6,-1,0,unknown
1812,49,services,divorced,secondary,no,3250.0,no,no,unknown,16,jun,32,3,-1,0,unknown
258,42,technician,divorced,tertiary,no,7190.0,yes,no,cellular,29,jul,375,2,-1,0,unknown
2772,48,management,single,tertiary,no,414.0,no,no,cellular,21,jul,761,2,-1,0,unknown
4144,29,blue-collar,married,secondary,no,358.0,no,no,cellular,21,jul,88,5,-1,0,unknown
1772,35,management,married,tertiary,no,1253.0,yes,no,unknown,19,may,210,2,-1,0,unknown
2941,36,admin.,single,secondary,no,,no,yes,cellular,9,jul,36,6,-1,0,unknown
1828,34,entrepreneur,married,secondary,no,456.0,yes,yes,cellular,28,aug,137,8,-1,0,unknown
2552,23,services,married,secondary,no,-19.0,yes,no,unknown,20,jun,13,10,-1,0,unknown
1593,50,services,married,secondary,no,1572.0,yes,no,cellular,9,jul,185,1,-1,0,unknown
2078,31,self-employed,single,secondary,no,1086.0,no,no,cellular,20,nov,410,1,-1,0,unknown
1527,57,technician,divorced,secondary,no,63.0,yes,no,unknown,5,may,242,1,-1,0,unknown
1145,59,self-employed,married,primary,no,0.0,yes,no,telephone,28,jul,97,2,-1,0,unknown
2812,41,admin.,single,secondary,no,748.0,no,no,telephone,21,nov,94,7,130,3,other
635,33,management,divorced,tertiary,yes,280.0,no,yes,cellular,18,nov,155,1,-1,0,unknown
210,36,technician,single,secondary,no,9149.0,yes,no,cellular,13,aug,141,3,-1,0,unknown
3042,49,housemaid,married,tertiary,no,443.0,no,no,cellular,8,aug,27,6,-1,0,unknown
1768,31,technician,single,secondary,no,1094.0,yes,no,unknown,12,jun,93,8,-1,0,unknown
1592,29,self-employed,single,secondary,no,3672.0,yes,yes,unknown,28,may,1210,1,-1,0,unknown
2802,34,blue-collar,married,secondary,no,516.0,yes,yes,unknown,2,jun,26,1,-1,0,unknown
1214,40,services,married,secondary,no,0.0,no,no,unknown,12,jun,543,2,-1,0,unknown
1555,34,entrepreneur,married,tertiary,no,412.0,yes,yes,cellular,8,jul,164,1,-1,0,unknown
3622,31,technician,single,tertiary,no,614.0,no,no,cellular,11,aug,72,4,-1,0,unknown
2936,50,unemployed,divorced,secondary,no,717.0,yes,no,cellular,30,jan,113,1,-1,0,unknown
1153,41,management,divorced,tertiary,no,369.0,yes,no,telephone,22,aug,9,3,-1,0,unknown
